VRN,EntryDate,EntryTime,ExitDate,ExitTime,Balance,InCarpark
HX60WDJ,2023-11-01,14:23:48,2023-11-01,16:24:40,2.4,False
CW01NAW,2023-11-01,18:24:09,2023-11-01,18:56:04,0.6,False
ME10FPJ,2023-11-01,11:37:37,2023-11-01,15:22:05,4.2,False
SG21INS,2023-11-01,12:51:17,2023-11-01,13:49:53,0.8999999999999999,False
SA06BDE,2023-11-01,06:07:50,2023-11-01,14:46:01,10.2,False
BT62RCD,2023-11-01,17:34:19,2023-11-01,18:19:34,0.8999999999999999,False
MF07WUQ,2023-11-01,18:54:07,2023-11-01,19:43:54,0.8999999999999999,False
GE57UHE,2023-11-01,07:15:23,2023-11-01,15:52:18,10.2,False
FF16UTE,2023-11-01,05:49:25,2023-11-01,19:43:32,16.5,False
WK68UST,2023-11-01,09:44:12,2023-11-01,12:46:28,3.5999999999999996,False
MW55KYR,2023-11-01,20:29:25,2023-11-01,22:11:42,1.7999999999999998,False
DM06CFP,2023-11-01,06:39:19,2023-11-01,13:41:45,8.4,False
GE65SPS,2023-11-01,15:05:46,2023-11-01,15:23:33,0.3,False
KV03RAW,2023-11-01,14:11:27,2023-11-01,21:23:43,8.4,False
CN58MTX,2023-11-01,06:14:09,2023-11-01,18:04:01,14.1,False
MJ73SEA,2023-11-01,18:43:50,2023-11-01,22:26:47,4.2,False
NK73OWS,2023-11-01,14:29:09,2023-11-01,21:50:40,8.7,False
HO70MQB,2023-11-01,15:30:23,2023-11-01,22:27:03,8.1,False
BY05IMC,2023-11-01,06:09:25,2023-11-01,06:19:51,0.3,False
CX66MHR,2023-11-01,07:17:33,2023-11-01,09:04:18,2.1,False
LY02DJH,2023-11-01,15:13:48,2023-11-01,18:27:36,3.5999999999999996,False
YY18KNF,2023-11-01,11:56:24,2023-11-01,12:26:28,0.6,False
BY63OPG,2023-11-01,15:33:53,2023-11-01,17:58:06,2.6999999999999997,False
VH73BKA,2023-11-01,09:47:10,2023-11-01,13:44:07,4.5,False
DE12SDY,2023-11-02,15:35:31,2023-11-02,20:48:22,6.0,False
BT62RCD,2023-11-02,18:15:50,2023-11-02,19:14:02,0.8999999999999999,False
DE12SDY,2023-11-02,13:18:56,2023-11-02,21:48:25,9.9,False
MR55SIM,2023-11-02,16:16:54,2023-11-02,18:13:42,2.1,False
BA16VFB,2023-11-02,09:26:32,2023-11-02,12:17:56,3.3,False
BA16VFB,2023-11-02,17:50:50,2023-11-02,20:25:55,3.0,False
DK72OZV,2023-11-02,21:38:48,2023-11-02,22:16:49,0.6,False
DM06CFP,2023-11-02,14:15:20,2023-11-02,15:02:25,0.8999999999999999,False
AJ61SES,2023-11-02,19:59:38,2023-11-02,20:36:24,0.6,False
HX60WDJ,2023-11-02,15:26:58,2023-11-02,17:08:39,1.7999999999999998,False
CN58MTX,2023-11-02,05:44:56,2023-11-02,10:16:25,5.3999999999999995,False
LJ21PRW,2023-11-02,19:15:47,2023-11-02,20:32:05,1.5,False
YJ23DZQ,2023-11-02,15:19:52,2023-11-02,21:45:19,7.5,False
FX06KGI,2023-11-02,16:55:18,2023-11-02,21:50:11,5.7,False
DB19UUD,2023-11-02,06:24:54,2023-11-02,14:11:05,9.299999999999999,False
AK57UNW,2023-11-02,10:06:35,2023-11-02,15:02:45,5.7,False
RN09IIU,2023-11-02,08:09:02,2023-11-02,15:44:23,9.0,False
DE12SDY,2023-11-02,06:53:12,2023-11-02,14:31:18,9.0,False
OP02YZE,2023-11-02,17:09:25,2023-11-02,22:12:05,6.0,False
LY08BFJ,2023-11-02,07:42:37,2023-11-02,20:07:24,14.7,False
VL20ZFE,2023-11-02,06:03:28,2023-11-02,10:13:14,4.8,False
RK01PLI,2023-11-02,07:48:52,2023-11-02,11:16:18,3.9,False
RV14ACQ,2023-11-02,09:02:46,2023-11-02,12:02:40,3.3,False
FF16UTE,2023-11-02,17:53:26,2023-11-02,21:43:18,4.5,False
VW11SSN,2023-11-02,12:18:45,2023-11-02,17:11:10,5.7,False
VC13CNU,2023-11-02,10:43:19,2023-11-02,22:16:08,13.799999999999999,False
KU53DRV,2023-11-02,17:29:21,2023-11-02,18:48:08,1.5,False
CH01WVS,2023-11-02,11:41:55,2023-11-02,18:12:30,7.8,False
DM06CFP,2023-11-02,07:09:57,2023-11-02,12:03:59,5.7,False
BW16JWI,2023-11-02,12:10:20,2023-11-02,14:35:21,2.6999999999999997,False
RK01PLI,2023-11-02,06:20:45,2023-11-02,14:13:36,9.299999999999999,False
WG03WRU,2023-11-02,17:14:53,2023-11-02,22:12:09,5.7,False
RV59RPO,2023-11-02,11:17:12,2023-11-02,17:08:09,6.8999999999999995,False
WD14SKC,2023-11-02,11:47:36,2023-11-02,12:59:33,1.2,False
BW51DDO,2023-11-02,11:34:41,2023-11-02,14:13:47,3.0,False
PR51UTY,2023-11-02,12:23:19,2023-11-02,21:41:20,11.1,False
YR18LOS,2023-11-02,07:20:33,2023-11-02,10:12:16,3.3,False
WV13ULE,2023-11-02,09:35:34,2023-11-02,20:56:38,13.5,False
WH16KFH,2023-11-02,12:12:06,2023-11-02,17:50:52,6.6,False
HR18JPL,2023-11-02,08:12:26,2023-11-02,20:48:01,15.0,False
YB63MBA,2023-11-02,06:10:00,2023-11-02,10:57:48,5.7,False
WG03WRU,2023-11-02,12:39:16,2023-11-02,17:42:38,6.0,False
MJ62ROL,2023-11-02,13:27:37,2023-11-02,17:21:51,4.5,False
FW60IXA,2023-11-02,12:13:03,2023-11-02,21:05:33,10.5,False
KD09PGV,2023-11-02,07:43:40,2023-11-02,16:17:19,10.2,False
EV10CEI,2023-11-02,06:36:41,2023-11-02,16:56:25,12.299999999999999,False
MR52PCA,2023-11-02,08:38:41,2023-11-02,14:59:33,7.5,False
RJ13FXB,2023-11-02,08:51:05,2023-11-02,15:25:09,7.8,False
MS73JTV,2023-11-02,07:23:42,2023-11-02,07:53:08,0.3,False
EX23TQN,2023-11-03,10:32:04,2023-11-03,18:37:11,9.6,False
SW71PUZ,2023-11-03,14:32:48,2023-11-03,22:28:30,9.299999999999999,False
PY05QNA,2023-11-03,07:22:26,2023-11-03,16:08:33,10.5,False
DF19XBM,2023-11-03,17:02:04,2023-11-03,21:56:38,5.7,False
KV71SJZ,2023-11-03,08:04:44,2023-11-03,18:52:54,12.9,False
LY02DJH,2023-11-03,12:06:25,2023-11-03,17:25:43,6.3,False
LF12EZG,2023-11-03,16:59:04,2023-11-03,21:03:11,4.8,False
YR18LOS,2023-11-03,05:38:31,2023-11-03,13:29:24,9.299999999999999,False
LH11QEK,2023-11-03,11:24:09,2023-11-03,13:05:31,1.7999999999999998,False
GN59QIY,2023-11-03,11:23:18,2023-11-03,13:26:34,2.4,False
GS12QFK,2023-11-03,16:48:50,2023-11-03,17:57:59,1.2,False
YN52CEE,2023-11-03,20:47:39,2023-11-03,21:19:01,0.6,False
CG63QUN,2023-11-03,13:12:40,2023-11-03,14:43:55,1.7999999999999998,False
NB55FMW,2023-11-03,16:42:20,2023-11-03,18:07:58,1.5,False
LX69LSP,2023-11-03,09:43:57,2023-11-03,16:19:18,7.8,False
FJ53OOP,2023-11-03,07:50:15,2023-11-03,18:41:16,12.9,False
PM72QMD,2023-11-03,06:55:14,2023-11-03,20:06:13,15.6,False
SM61AUZ,2023-11-03,08:01:42,2023-11-03,20:48:35,15.299999999999999,False
YO16HIT,2023-11-03,14:19:11,2023-11-03,19:13:14,5.7,False
OA72CUQ,2023-11-03,08:31:17,2023-11-03,12:23:29,4.5,False
CX17ZJA,2023-11-03,19:21:37,2023-11-03,20:46:28,1.5,False
YO16HIT,2023-11-03,17:01:29,2023-11-03,19:12:41,2.4,False
YO16HIT,2023-11-03,08:11:58,2023-11-03,08:27:45,0.3,False
HX60WDJ,2023-11-03,06:07:00,2023-11-03,21:16:17,18.0,False
RD60FBL,2023-11-03,18:49:29,2023-11-03,20:44:15,2.1,False
DB71GSA,2023-11-03,16:31:24,2023-11-03,19:57:38,3.9,False
YV58UYV,2023-11-03,12:21:53,2023-11-03,22:03:28,11.4,False
HO04YXU,2023-11-03,09:21:39,2023-11-03,16:14:03,8.1,False
MO66ODU,2023-11-03,07:49:38,2023-11-03,12:15:43,5.1,False
PC64DSG,2023-11-03,06:37:59,2023-11-03,09:39:18,3.5999999999999996,False
AA19PJB,2023-11-03,06:21:06,2023-11-03,07:20:26,0.8999999999999999,False
AK22ZYU,2023-11-03,06:52:42,2023-11-03,22:15:44,18.3,False
EG16VFD,2023-11-03,17:43:03,2023-11-03,18:40:37,0.8999999999999999,False
WK68UST,2023-11-03,10:51:08,2023-11-03,11:35:35,0.6,False
SM61AUZ,2023-11-03,17:38:57,2023-11-03,19:01:15,1.5,False
FJ53OOP,2023-11-03,16:47:12,2023-11-03,22:28:39,6.6,False
LJ57ZDK,2023-11-03,13:25:43,2023-11-03,18:47:48,6.3,False
CB14ECO,2023-11-03,17:25:34,2023-11-03,21:45:49,5.1,False
YR18LOS,2023-11-03,07:03:53,2023-11-03,21:45:50,17.4,False
CW66DEQ,2023-11-03,22:23:32,2023-11-03,22:27:45,0.3,False
CB14ECO,2023-11-03,11:59:50,2023-11-03,17:40:47,6.6,False
BT62RCD,2023-11-03,09:52:44,2023-11-03,11:55:56,2.4,False
DB71GSA,2023-11-03,11:10:25,2023-11-03,15:32:45,5.1,False
DL61GRL,2023-11-03,10:41:24,2023-11-03,18:20:34,9.0,False
FF16UTE,2023-11-03,13:00:37,2023-11-03,13:04:38,0.3,False
PT62ZGA,2023-11-03,09:54:45,2023-11-03,18:55:46,10.799999999999999,False
NS03WBR,2023-11-03,05:55:01,2023-11-03,16:11:00,12.299999999999999,False
SJ69VDF,2023-11-03,11:28:32,2023-11-03,19:00:48,9.0,False
PX61CYU,2023-11-03,11:38:45,2023-11-03,12:30:05,0.8999999999999999,False
NY69VVS,2023-11-04,13:06:55,2023-11-04,13:40:45,0.6,False
RJ13FXB,2023-11-04,08:44:17,2023-11-04,13:41:50,5.7,False
YY18KNF,2023-11-04,20:13:55,2023-11-04,22:04:09,2.1,False
VM18WUQ,2023-11-04,07:15:10,2023-11-04,14:24:38,8.4,False
NF68OVX,2023-11-04,06:12:21,2023-11-04,09:20:34,3.5999999999999996,False
VN53QUP,2023-11-04,10:56:59,2023-11-04,12:10:27,1.2,False
KU16QEW,2023-11-04,09:28:27,2023-11-04,21:06:09,13.799999999999999,False
HG52XSQ,2023-11-04,06:21:55,2023-11-04,07:26:51,1.2,False
BY63OPG,2023-11-04,14:41:02,2023-11-04,21:04:39,7.5,False
DF19XBM,2023-11-04,13:30:25,2023-11-04,14:00:57,0.6,False
EJ14UUQ,2023-11-04,07:10:45,2023-11-04,16:32:40,11.1,False
YD56MJZ,2023-11-04,05:42:37,2023-11-04,08:41:36,3.3,False
PY58BHK,2023-11-04,08:43:42,2023-11-04,10:03:23,1.5,False
LF12EZG,2023-11-04,05:58:43,2023-11-04,21:23:28,18.3,False
SM73NBQ,2023-11-04,12:35:47,2023-11-04,14:19:39,1.7999999999999998,False
HX60WDJ,2023-11-04,16:39:26,2023-11-04,21:02:58,5.1,False
SY02JQM,2023-11-04,14:32:39,2023-11-04,22:07:16,9.0,False
AY60YMP,2023-11-04,18:17:33,2023-11-04,22:10:41,4.5,False
WV09JXI,2023-11-04,06:04:36,2023-11-04,16:02:39,11.7,False
RL09OVH,2023-11-04,18:04:41,2023-11-04,21:58:46,4.5,False
YS68FPJ,2023-11-04,09:23:39,2023-11-04,20:00:18,12.6,False
BK71ISH,2023-11-04,07:23:23,2023-11-04,21:23:26,16.8,False
BA66AER,2023-11-04,05:32:06,2023-11-04,10:42:31,6.0,False
FS01CSO,2023-11-04,05:53:33,2023-11-04,06:33:40,0.6,False
MS03RKD,2023-11-04,20:01:42,2023-11-04,20:05:33,0.3,False
HY65CHX,2023-11-04,14:18:15,2023-11-04,18:41:03,5.1,False
MR65RMX,2023-11-04,14:06:59,2023-11-04,17:19:36,3.5999999999999996,False
NU65EEP,2023-11-04,11:45:35,2023-11-04,13:54:20,2.4,False
ON60TCB,2023-11-04,06:50:33,2023-11-04,17:49:59,12.9,False
WY61AGO,2023-11-04,10:47:16,2023-11-04,22:24:42,13.799999999999999,False
OJ23ZJV,2023-11-04,06:21:35,2023-11-04,08:14:57,2.1,False
RA23EKZ,2023-11-04,06:46:55,2023-11-04,22:28:18,18.599999999999998,False
BY63OPG,2023-11-04,13:26:55,2023-11-04,16:32:05,3.5999999999999996,False
KP62YWU,2023-11-04,10:34:19,2023-11-04,12:13:51,1.7999999999999998,False
PX61CYU,2023-11-04,08:07:57,2023-11-04,09:41:25,1.7999999999999998,False
BD13JAN,2023-11-04,15:32:33,2023-11-04,18:53:17,3.9,False
MS73JTV,2023-11-04,17:42:02,2023-11-04,18:25:22,0.6,False
LH67CMZ,2023-11-04,15:45:32,2023-11-04,18:58:50,3.5999999999999996,False
VD10YTQ,2023-11-04,08:20:54,2023-11-04,09:13:18,0.8999999999999999,False
LX69LSP,2023-11-04,07:46:00,2023-11-04,10:03:29,2.6999999999999997,False
PD63DET,2023-11-04,05:56:44,2023-11-04,21:13:20,18.3,False
WW13LUG,2023-11-04,09:44:13,2023-11-04,18:22:40,10.2,False
LB23YPK,2023-11-04,17:51:46,2023-11-04,18:13:57,0.3,False
DT71NQL,2023-11-04,13:19:43,2023-11-04,20:33:50,8.4,False
PC64DSG,2023-11-04,07:27:14,2023-11-04,08:02:54,0.6,False
GX62DQE,2023-11-04,06:59:41,2023-11-04,14:36:19,9.0,False
VM68QGP,2023-11-04,08:06:39,2023-11-04,12:15:24,4.8,False
WD23ZJD,2023-11-04,12:34:20,2023-11-04,17:29:00,5.7,False
MU21YMS,2023-11-04,12:15:00,2023-11-04,21:27:53,10.799999999999999,False
PX61DZY,2023-11-05,07:49:58,2023-11-05,13:30:21,6.6,False
OW18ENV,2023-11-05,17:58:35,2023-11-05,19:35:00,1.7999999999999998,False
CP66FWF,2023-11-05,06:14:47,2023-11-05,22:29:11,19.2,False
DM06CFP,2023-11-05,09:45:35,2023-11-05,10:56:41,1.2,False
LF65QCP,2023-11-05,07:44:04,2023-11-05,20:57:31,15.6,False
AL21DFJ,2023-11-05,09:00:00,2023-11-05,16:05:30,8.4,False
PD63DET,2023-11-05,12:19:37,2023-11-05,14:03:23,1.7999999999999998,False
LO02XHI,2023-11-05,16:06:12,2023-11-05,16:19:01,0.3,False
MP69MGV,2023-11-05,09:00:30,2023-11-05,17:44:34,10.2,False
WJ54AFJ,2023-11-05,14:17:33,2023-11-05,14:49:30,0.6,False
YR18LOS,2023-11-05,06:18:52,2023-11-05,19:03:16,15.0,False
AF02WEO,2023-11-05,11:24:24,2023-11-05,18:39:32,8.7,False
YX08YCD,2023-11-05,05:58:00,2023-11-05,10:24:50,5.1,False
LO02XHI,2023-11-05,09:07:23,2023-11-05,18:08:11,10.799999999999999,False
NM16NGB,2023-11-05,12:37:40,2023-11-05,20:22:39,9.0,False
YM73GNG,2023-11-05,16:05:02,2023-11-05,18:55:11,3.3,False
PD63DET,2023-11-05,11:23:43,2023-11-05,18:52:36,8.7,False
CF51MQL,2023-11-05,08:48:52,2023-11-05,13:42:24,5.7,False
HO68BSL,2023-11-05,09:02:31,2023-11-05,14:50:44,6.8999999999999995,False
CG61GAO,2023-11-05,17:10:06,2023-11-05,20:29:39,3.9,False
NF68OVX,2023-11-05,10:13:56,2023-11-05,18:32:44,9.9,False
OT55WDR,2023-11-05,07:21:33,2023-11-05,08:39:47,1.5,False
NT03UQX,2023-11-05,12:45:17,2023-11-05,16:35:42,4.5,False
SJ69VDF,2023-11-05,13:22:43,2023-11-05,15:20:24,2.1,False
CP66FWF,2023-11-05,10:00:08,2023-11-05,16:28:56,7.5,False
DO03ARX,2023-11-05,08:52:17,2023-11-05,09:36:07,0.6,False
GN59QIY,2023-11-05,08:30:32,2023-11-05,20:20:45,14.1,False
CM58VOC,2023-11-05,09:39:55,2023-11-05,12:20:35,3.0,False
LC15KME,2023-11-05,17:09:54,2023-11-05,19:43:23,3.0,False
VM18WUQ,2023-11-05,11:03:33,2023-11-05,11:27:48,0.3,False
KK71LZK,2023-11-05,05:48:12,2023-11-05,09:07:31,3.9,False
BA16VFB,2023-11-05,05:45:31,2023-11-05,09:25:52,4.2,False
CW60QPO,2023-11-05,06:52:29,2023-11-05,08:16:41,1.5,False
MS21JLB,2023-11-05,14:58:24,2023-11-05,18:05:06,3.5999999999999996,False
MS03RKD,2023-11-05,09:53:00,2023-11-05,10:15:07,0.3,False
PD63DET,2023-11-05,19:28:20,2023-11-05,19:58:05,0.3,False
FP67NNS,2023-11-05,10:57:00,2023-11-05,20:43:28,11.7,False
PR51UTY,2023-11-05,12:38:49,2023-11-05,13:25:54,0.8999999999999999,False
LH04YXB,2023-11-05,15:46:07,2023-11-05,19:03:04,3.9,False
GB62RVI,2023-11-05,07:09:04,2023-11-05,20:48:46,16.2,False
KM62MWL,2023-11-05,16:48:05,2023-11-05,18:22:10,1.7999999999999998,False
SA06BDE,2023-11-05,08:46:06,2023-11-05,12:33:49,4.5,False
VM18WUQ,2023-11-05,10:44:39,2023-11-05,16:10:20,6.3,False
DM06CFP,2023-11-05,07:20:28,2023-11-05,17:47:19,12.299999999999999,False
WK64SVA,2023-11-05,07:14:31,2023-11-05,16:41:09,11.1,False
BB62IGB,2023-11-05,07:43:35,2023-11-05,16:56:44,10.799999999999999,False
LY02DJH,2023-11-05,05:58:43,2023-11-05,08:23:13,2.6999999999999997,False
LC15KME,2023-11-05,07:06:01,2023-11-05,10:27:17,3.9,False
KV71SJZ,2023-11-05,16:42:17,2023-11-05,19:29:46,3.3,False
YR18LOS,2023-11-06,09:02:02,2023-11-06,18:30:00,11.1,False
PC64DSG,2023-11-06,09:01:19,2023-11-06,11:41:09,3.0,False
GF55YEF,2023-11-06,13:01:00,2023-11-06,16:05:47,3.5999999999999996,False
KJ64JTI,2023-11-06,06:19:40,2023-11-06,21:10:21,17.7,False
FX06KGI,2023-11-06,11:59:22,2023-11-06,18:38:04,7.8,False
FJ53OOP,2023-11-06,07:38:03,2023-11-06,21:17:33,16.2,False
MJ62ROL,2023-11-06,18:42:18,2023-11-06,19:30:06,0.8999999999999999,False
PT62SBG,2023-11-06,08:03:14,2023-11-06,16:58:19,10.5,False
DV56PCU,2023-11-06,06:55:51,2023-11-06,06:57:14,0.3,False
NF68OVX,2023-11-06,10:44:40,2023-11-06,16:49:27,7.199999999999999,False
EM55OHA,2023-11-06,13:32:49,2023-11-06,15:05:24,1.7999999999999998,False
VP58RCR,2023-11-06,16:42:05,2023-11-06,17:05:06,0.3,False
LH11QEK,2023-11-06,06:51:16,2023-11-06,08:27:09,1.7999999999999998,False
AG66UXT,2023-11-06,18:24:13,2023-11-06,22:29:32,4.8,False
HA62CRA,2023-11-06,15:25:41,2023-11-06,17:04:21,1.7999999999999998,False
RC03OLD,2023-11-06,13:49:57,2023-11-06,18:46:09,5.7,False
KU53DRV,2023-11-06,19:11:29,2023-11-06,22:16:03,3.5999999999999996,False
VB66DNO,2023-11-06,18:40:17,2023-11-06,19:26:34,0.8999999999999999,False
NS70WXP,2023-11-06,12:46:07,2023-11-06,13:34:43,0.8999999999999999,False
LU20BLD,2023-11-06,07:32:23,2023-11-06,09:10:11,1.7999999999999998,False
HK69FZG,2023-11-06,06:34:35,2023-11-06,07:29:06,0.8999999999999999,False
OM14BUB,2023-11-06,05:46:32,2023-11-06,08:45:45,3.3,False
BD15QBT,2023-11-06,14:08:10,2023-11-06,18:13:20,4.8,False
AL21DFJ,2023-11-06,12:22:41,2023-11-06,15:26:12,3.5999999999999996,False
YJ19HMP,2023-11-06,07:43:25,2023-11-06,14:01:32,7.5,False
BK71ISH,2023-11-06,13:06:43,2023-11-06,15:27:46,2.6999999999999997,False
YJ04BSD,2023-11-06,08:51:26,2023-11-06,20:37:01,14.1,False
NN56JRN,2023-11-06,08:14:31,2023-11-06,20:49:11,15.0,False
KM58HQK,2023-11-06,09:14:06,2023-11-06,18:35:10,11.1,False
OY19PVP,2023-11-06,14:04:50,2023-11-06,14:27:28,0.3,False
FF16UTE,2023-11-06,09:33:58,2023-11-06,21:41:15,14.399999999999999,False
OA72CUQ,2023-11-06,06:35:26,2023-11-06,19:38:40,15.6,False
PO59PKA,2023-11-06,08:02:09,2023-11-06,19:27:07,13.5,False
CP66FWF,2023-11-06,14:18:22,2023-11-06,20:42:05,7.5,False
MO66ODU,2023-11-06,11:35:29,2023-11-06,16:25:51,5.7,False
FF16UTE,2023-11-06,13:05:38,2023-11-06,18:26:45,6.3,False
CY61MOX,2023-11-06,08:47:27,2023-11-06,11:43:05,3.3,False
BO17JIK,2023-11-06,09:11:42,2023-11-06,17:27:09,9.9,False
GD53XCH,2023-11-06,09:28:25,2023-11-06,20:26:18,12.9,False
FX60AEJ,2023-11-06,06:22:46,2023-11-06,21:32:15,18.0,False
DM06CFP,2023-11-06,08:36:17,2023-11-06,13:56:02,6.3,False
FV05XKQ,2023-11-06,17:27:43,2023-11-06,18:39:31,1.2,False
PC64DSG,2023-11-06,07:25:04,2023-11-06,20:15:35,15.299999999999999,False
PO64QNN,2023-11-06,10:11:43,2023-11-06,17:13:47,8.4,False
BR02GMM,2023-11-06,11:48:22,2023-11-06,17:32:58,6.6,False
YC73LVH,2023-11-06,06:03:53,2023-11-06,13:47:40,9.0,False
NW52CAN,2023-11-06,06:16:03,2023-11-06,17:16:44,13.2,False
EN07GTL,2023-11-06,08:35:51,2023-11-06,16:01:02,8.7,False
BA66AER,2023-11-06,07:19:47,2023-11-06,09:54:21,3.0,False
HY65CHX,2023-11-07,17:32:47,2023-11-07,19:05:28,1.7999999999999998,False
OU19TVS,2023-11-07,21:53:16,2023-11-07,21:55:39,0.3,False
HH16IFF,2023-11-07,11:31:32,2023-11-07,12:40:59,1.2,False
CA07JMW,2023-11-07,06:15:56,2023-11-07,21:43:27,18.3,False
ET22IMT,2023-11-07,06:36:39,2023-11-07,10:09:40,4.2,False
HO59YEW,2023-11-07,18:37:38,2023-11-07,20:54:07,2.6999999999999997,False
AJ61SES,2023-11-07,16:48:51,2023-11-07,20:57:46,4.8,False
HY65CHX,2023-11-07,05:37:26,2023-11-07,17:48:33,14.399999999999999,False
MW15BSG,2023-11-07,11:19:53,2023-11-07,20:42:00,11.1,False
HR18JPL,2023-11-07,14:16:23,2023-11-07,17:52:25,4.2,False
NP20OYC,2023-11-07,13:04:33,2023-11-07,20:37:40,9.0,False
VM18WUQ,2023-11-07,08:57:39,2023-11-07,18:07:42,10.799999999999999,False
FW54LAH,2023-11-07,10:55:30,2023-11-07,20:32:03,11.4,False
GL65FLX,2023-11-07,06:42:52,2023-11-07,21:32:55,17.7,False
DV56FKN,2023-11-07,11:19:44,2023-11-07,18:24:27,8.4,False
RP63ART,2023-11-07,11:31:51,2023-11-07,12:33:33,1.2,False
CJ51DPO,2023-11-07,12:13:11,2023-11-07,16:45:48,5.3999999999999995,False
NW01CSJ,2023-11-07,13:55:53,2023-11-07,19:12:59,6.3,False
FF16UTE,2023-11-07,09:02:57,2023-11-07,16:23:22,8.7,False
NN67MQH,2023-11-07,06:01:22,2023-11-07,09:00:53,3.3,False
VN53QUP,2023-11-07,17:06:04,2023-11-07,21:01:24,4.5,False
DY69YDM,2023-11-07,09:42:46,2023-11-07,18:50:43,10.799999999999999,False
NW56XPF,2023-11-07,07:03:28,2023-11-07,19:11:02,14.399999999999999,False
HX13TCK,2023-11-07,13:43:33,2023-11-07,21:29:15,9.299999999999999,False
VG64GDD,2023-11-07,09:42:08,2023-11-07,10:08:36,0.3,False
SJ69VDF,2023-11-07,05:42:08,2023-11-07,06:05:29,0.3,False
NY69VVS,2023-11-07,06:29:01,2023-11-07,09:26:08,3.3,False
LH04YXB,2023-11-07,08:05:34,2023-11-07,16:23:40,9.9,False
MS73JTV,2023-11-07,08:15:58,2023-11-07,14:51:57,7.8,False
FF16UTE,2023-11-07,06:29:01,2023-11-07,20:15:32,16.5,False
HO68BSL,2023-11-07,15:39:01,2023-11-07,22:04:48,7.5,False
OD56RJC,2023-11-07,07:46:01,2023-11-07,18:23:11,12.6,False
FT73GXE,2023-11-07,06:59:35,2023-11-07,08:24:28,1.5,False
OA68LDX,2023-11-07,10:19:25,2023-11-07,20:02:28,11.4,False
SP16WLJ,2023-11-07,17:15:57,2023-11-07,19:41:22,2.6999999999999997,False
DN11PWS,2023-11-07,08:18:18,2023-11-07,08:31:02,0.3,False
PM72QMD,2023-11-07,12:12:20,2023-11-07,19:12:04,8.1,False
HK17IYU,2023-11-07,10:50:53,2023-11-07,14:22:35,4.2,False
KG13CAZ,2023-11-07,15:17:30,2023-11-07,17:43:14,2.6999999999999997,False
VN66ZGF,2023-11-07,16:57:06,2023-11-07,19:03:00,2.4,False
DN58YUZ,2023-11-07,08:17:45,2023-11-07,16:50:59,10.2,False
AK16UXA,2023-11-07,11:41:50,2023-11-07,12:02:13,0.3,False
DT71NQL,2023-11-07,11:07:39,2023-11-07,16:28:42,6.3,False
HU08ORT,2023-11-07,06:37:22,2023-11-07,17:16:16,12.6,False
BV68XFK,2023-11-07,13:36:35,2023-11-07,18:43:21,6.0,False
LH11QEK,2023-11-07,11:26:02,2023-11-07,19:44:00,9.9,False
FL10TED,2023-11-07,08:55:43,2023-11-07,10:25:20,1.5,False
EY08QIC,2023-11-07,05:35:57,2023-11-07,16:06:30,12.6,False
NK65FWJ,2023-11-07,10:44:59,2023-11-07,21:01:27,12.299999999999999,False
HX60WDJ,2023-11-08,14:41:40,2023-11-08,21:27:12,8.1,False
WL12PWT,2023-11-08,10:42:47,2023-11-08,13:28:09,3.3,False
