VRN,EntryDate,EntryTime,ExitDate,ExitTime,Balance,InCarpark
NV72XOF,2023-11-01,12:47:17,2023-11-01,20:58:49,9.6,False
DO01PMC,2023-11-02,20:43:50,2023-11-02,21:13:30,0.3,False
RF19VRZ,2023-11-02,09:08:57,2023-11-02,14:18:46,6.0,False
MM23RKO,2023-11-02,06:37:07,2023-11-02,06:45:26,0.3,False
PF01WNU,2023-11-02,11:54:29,2023-11-02,18:47:15,8.1,False
CL53JXJ,2023-11-02,12:57:36,2023-11-02,22:23:13,11.1,False
SP23YLQ,2023-11-02,10:42:13,2023-11-02,16:29:32,6.9,False
PD70AQD,2023-11-02,20:03:26,2023-11-02,21:30:42,1.5,False
RC51DNK,2023-11-02,06:14:15,2023-11-02,18:59:21,15.3,False
BY72KUT,2023-11-02,08:33:16,2023-11-02,22:24:08,16.5,False
RC51DNK,2023-11-02,15:40:16,2023-11-02,22:02:10,7.5,False
VT55SSI,2023-11-02,09:19:27,2023-11-02,13:59:04,5.4,False
BF67ADG,2023-11-02,06:08:29,2023-11-02,17:48:24,13.8,False
CL53JXJ,2023-11-02,13:58:38,2023-11-02,22:21:47,9.9,False
CD73ROO,2023-11-02,06:44:41,2023-11-02,21:40:19,17.7,False
LY71IOP,2023-11-02,08:00:51,2023-11-02,16:50:44,10.5,False
PM56VZO,2023-11-02,15:32:37,2023-11-02,16:37:02,1.2,False
AH52DCL,2023-11-02,06:20:30,2023-11-02,18:21:35,14.4,False
NX20AKY,2023-11-02,06:56:52,2023-11-02,09:22:08,2.7,False
AC61NIZ,2023-11-02,14:12:34,2023-11-02,16:08:45,2.1,False
AU63TEW,2023-11-02,06:35:18,2023-11-02,14:20:14,9.0,False
LP18BLB,2023-11-02,10:37:12,2023-11-02,14:47:07,4.8,False
OU04HIW,2023-11-02,16:58:31,2023-11-02,19:14:12,2.7,False
KC11XZP,2023-11-02,09:50:23,2023-11-02,17:46:36,9.3,False
WW06DDD,2023-11-02,12:43:10,2023-11-02,12:50:27,0.3,False
EA10DRI,2023-11-02,07:17:50,2023-11-02,07:29:15,0.3,False
AU63TEW,2023-11-02,08:50:21,2023-11-02,22:22:45,16.2,False
VO13ETN,2023-11-02,07:12:04,2023-11-02,11:22:08,4.8,False
YT55SMD,2023-11-02,07:39:07,2023-11-02,12:46:41,6.0,False
LG68QEU,2023-11-02,08:35:00,2023-11-02,15:18:20,7.8,False
NL67RZM,2023-11-02,20:19:27,2023-11-02,20:57:45,0.6,False
NY13NNS,2023-11-02,05:47:03,2023-11-02,14:35:14,10.5,False
WH06BRX,2023-11-02,11:40:48,2023-11-02,19:55:27,9.6,False
NA04MWJ,2023-11-02,07:40:46,2023-11-02,17:19:25,11.4,False
YY53IWU,2023-11-02,07:04:49,2023-11-02,09:11:50,2.4,False
WL56BRL,2023-11-02,16:29:17,2023-11-02,21:04:26,5.4,False
AC61NIZ,2023-11-02,09:59:25,2023-11-02,17:03:36,8.4,False
CD73ROO,2023-11-02,14:29:07,2023-11-02,16:05:51,1.8,False
VU14SOP,2023-11-02,12:36:17,2023-11-02,20:29:28,9.3,False
VW22FAZ,2023-11-02,07:13:02,2023-11-02,16:31:33,11.1,False
OU04HIW,2023-11-02,10:36:23,2023-11-02,19:03:28,9.9,False
AN18TRA,2023-11-02,09:28:11,2023-11-02,22:18:16,15.3,False
KL67CKS,2023-11-02,06:06:15,2023-11-02,08:14:53,2.4,False
WF68PLT,2023-11-02,09:17:24,2023-11-02,16:20:50,8.4,False
PD70AQD,2023-11-02,08:34:27,2023-11-02,10:57:34,2.7,False
OU04HIW,2023-11-02,13:13:06,2023-11-02,19:57:00,7.8,False
GM71XIU,2023-11-02,14:57:24,2023-11-02,21:33:47,7.8,False
DJ71MBP,2023-11-02,11:54:36,2023-11-02,17:20:12,6.3,False
KC11XZP,2023-11-02,14:28:57,2023-11-02,16:45:19,2.7,False
PF66VQY,2023-11-02,17:17:54,2023-11-02,19:49:48,3.0,False
BX13SKI,2023-11-03,14:19:45,2023-11-03,20:00:35,6.6,False
PD70AQD,2023-11-03,07:18:56,2023-11-03,17:51:55,12.6,False
DJ12UWN,2023-11-03,07:23:35,2023-11-03,22:07:37,17.4,False
VT55SSI,2023-11-03,08:25:57,2023-11-03,21:55:48,15.9,False
YN21ASW,2023-11-03,08:04:49,2023-11-03,20:56:11,15.3,False
LG62HBO,2023-11-03,12:47:46,2023-11-03,17:54:27,6.0,False
OF60TGL,2023-11-03,06:01:26,2023-11-03,22:08:59,19.2,False
KT09BYC,2023-11-03,08:12:14,2023-11-03,12:46:19,5.4,False
KB02VMW,2023-11-03,06:13:56,2023-11-03,12:03:54,6.9,False
AC01BKN,2023-11-03,06:25:00,2023-11-03,12:28:50,7.2,False
CB58NNL,2023-11-03,09:59:42,2023-11-03,17:41:11,9.0,False
RD65DKR,2023-11-03,11:45:00,2023-11-03,17:31:08,6.9,False
OL51WDY,2023-11-03,17:08:16,2023-11-03,21:23:03,4.8,False
PF66VQY,2023-11-03,14:18:43,2023-11-03,15:11:23,0.9,False
NR13VHD,2023-11-03,14:33:27,2023-11-03,20:51:06,7.5,False
PW56UKE,2023-11-03,07:25:50,2023-11-03,17:09:07,11.4,False
VV04YGF,2023-11-03,11:30:27,2023-11-03,16:32:40,6.0,False
LG68QEU,2023-11-03,07:55:14,2023-11-03,13:30:42,6.6,False
BR52COO,2023-11-03,05:34:08,2023-11-03,15:29:45,11.7,False
LU04OVL,2023-11-03,22:17:10,2023-11-03,22:20:04,0.3,False
HX10GQD,2023-11-03,17:17:42,2023-11-03,21:11:53,4.5,False
KP23YIW,2023-11-03,09:22:22,2023-11-03,18:06:46,10.2,False
AK59KTM,2023-11-03,07:36:53,2023-11-03,12:04:00,5.1,False
RN53WNU,2023-11-03,07:24:09,2023-11-03,14:41:10,8.7,False
OM11XZX,2023-11-03,19:31:08,2023-11-03,21:29:36,2.1,False
YE20MLN,2023-11-03,06:11:31,2023-11-03,21:58:41,18.9,False
PB62UED,2023-11-03,12:05:37,2023-11-03,17:02:56,5.7,False
RM55AUY,2023-11-03,14:57:34,2023-11-03,20:23:19,6.3,False
VD59UQQ,2023-11-03,05:46:42,2023-11-03,16:58:35,13.2,False
AK69VAC,2023-11-03,06:25:59,2023-11-03,15:42:41,11.1,False
VW59TBN,2023-11-03,12:41:38,2023-11-03,14:12:23,1.8,False
VF05GNR,2023-11-03,08:36:51,2023-11-03,15:17:07,7.8,False
MY06USL,2023-11-03,15:41:36,2023-11-03,20:18:35,5.4,False
RF19VRZ,2023-11-03,13:48:32,2023-11-03,20:34:28,8.1,False
YJ71KEE,2023-11-03,18:01:51,2023-11-03,19:47:39,2.1,False
YN57QHK,2023-11-03,06:34:40,2023-11-03,13:00:58,7.5,False
BR52COO,2023-11-03,08:31:04,2023-11-03,21:15:42,15.0,False
SP23YLQ,2023-11-03,11:19:35,2023-11-03,16:14:10,5.7,False
YV69VBV,2023-11-03,09:43:13,2023-11-03,13:16:38,4.2,False
YX12OGY,2023-11-03,08:22:30,2023-11-03,11:34:56,3.6,False
LG09MRJ,2023-11-03,18:41:49,2023-11-03,18:59:10,0.3,False
AC61NIZ,2023-11-03,07:52:57,2023-11-03,21:35:25,16.2,False
CL53JXJ,2023-11-03,19:35:48,2023-11-03,21:46:59,2.4,False
HR06PPY,2023-11-03,15:45:50,2023-11-03,17:35:33,2.1,False
MU09ORA,2023-11-03,12:23:44,2023-11-03,20:01:20,9.0,False
CD58VCL,2023-11-03,13:57:23,2023-11-03,16:35:51,3.0,False
AB55OXQ,2023-11-03,06:19:36,2023-11-03,11:46:44,6.3,False
YN21ASW,2023-11-03,17:34:38,2023-11-03,19:52:18,2.7,False
PW15ICB,2023-11-03,12:52:01,2023-11-03,18:36:33,6.6,False
SW61TCG,2023-11-04,19:48:01,2023-11-04,19:52:24,0.3,False
CL53JXJ,2023-11-04,06:40:16,2023-11-04,13:31:57,8.1,False
AS69BTU,2023-11-04,12:41:27,2023-11-04,17:21:52,5.4,False
MX57VEK,2023-11-04,08:18:33,2023-11-04,18:31:54,12.0,False
ML70BAS,2023-11-04,08:35:36,2023-11-04,18:08:46,11.4,False
GD54GJS,2023-11-04,15:37:51,2023-11-04,21:45:20,7.2,False
LP21OSH,2023-11-04,15:08:49,2023-11-04,18:03:00,3.3,False
HD65XEX,2023-11-04,08:55:54,2023-11-04,14:46:40,6.9,False
OF55ZVF,2023-11-04,18:00:37,2023-11-04,18:17:39,0.3,False
PJ11LER,2023-11-04,10:23:59,2023-11-04,19:00:34,10.2,False
OU04HIW,2023-11-04,18:42:42,2023-11-04,19:06:58,0.3,False
ML57SLX,2023-11-04,09:10:09,2023-11-04,21:39:50,14.7,False
ML57SLX,2023-11-04,06:41:24,2023-11-04,15:58:47,11.1,False
LS11LNU,2023-11-04,18:37:37,2023-11-04,22:16:51,4.2,False
FG06NIW,2023-11-04,09:51:56,2023-11-04,13:11:28,3.9,False
CK23KPX,2023-11-04,10:58:02,2023-11-04,14:24:18,3.9,False
KP08HUR,2023-11-04,15:50:24,2023-11-04,16:33:03,0.6,False
GB23WKC,2023-11-04,05:51:13,2023-11-04,17:43:55,14.1,False
NJ03BQS,2023-11-04,10:27:50,2023-11-04,15:39:27,6.0,False
SJ22JDH,2023-11-04,17:21:41,2023-11-04,19:41:13,2.7,False
OU04HIW,2023-11-04,08:49:36,2023-11-04,22:12:38,15.9,False
KC11XZP,2023-11-04,14:02:44,2023-11-04,19:52:48,6.9,False
AK69VAC,2023-11-04,10:15:05,2023-11-04,18:13:17,9.3,False
LJ54XXM,2023-11-04,16:29:18,2023-11-04,18:06:07,1.8,False
PJ11LER,2023-11-04,07:04:15,2023-11-04,09:41:52,3.0,False
VY57VQX,2023-11-04,16:07:39,2023-11-04,16:59:53,0.9,False
ON23XNW,2023-11-04,06:36:48,2023-11-04,12:12:51,6.6,False
FM23FBE,2023-11-04,06:16:28,2023-11-04,09:02:07,3.3,False
GD54GJS,2023-11-04,11:54:39,2023-11-04,15:42:44,4.5,False
MM23RKO,2023-11-04,07:40:10,2023-11-04,18:02:31,12.3,False
RE21QUU,2023-11-04,13:11:33,2023-11-04,22:13:21,10.8,False
CR59HXR,2023-11-04,10:28:34,2023-11-04,22:25:39,14.1,False
NJ03BQS,2023-11-04,19:51:11,2023-11-04,21:10:42,1.5,False
DO01PMC,2023-11-04,07:51:02,2023-11-04,08:16:02,0.3,False
EY54GWD,2023-11-04,06:01:05,2023-11-04,06:56:02,0.9,False
AU63TEW,2023-11-04,12:02:37,2023-11-04,16:34:11,5.4,False
GD54GJS,2023-11-04,14:54:39,2023-11-04,20:13:30,6.3,False
CL53JXJ,2023-11-04,09:06:14,2023-11-04,09:54:08,0.9,False
FS54MJG,2023-11-04,15:10:37,2023-11-04,18:29:05,3.9,False
GT53KPL,2023-11-04,13:37:31,2023-11-04,19:56:32,7.5,False
WB17BVC,2023-11-04,09:06:48,2023-11-04,10:13:01,1.2,False
PM10LGZ,2023-11-04,11:32:57,2023-11-04,12:41:28,1.2,False
BW22RTN,2023-11-04,17:23:22,2023-11-04,18:15:22,0.9,False
SG21MAY,2023-11-04,10:14:56,2023-11-04,11:34:44,1.5,False
AN65LGB,2023-11-04,13:14:57,2023-11-04,16:51:34,4.2,False
KY07TVA,2023-11-04,08:48:32,2023-11-04,16:38:41,9.3,False
OE11PCN,2023-11-04,15:40:22,2023-11-04,16:48:04,1.2,False
SE56VZO,2023-11-04,16:20:55,2023-11-04,18:34:49,2.4,False
CP22JBJ,2023-11-04,13:00:50,2023-11-04,15:24:35,2.7,False
OF60TGL,2023-11-05,07:03:42,2023-11-05,21:57:17,17.7,False
VV04YGF,2023-11-05,06:59:50,2023-11-05,17:54:57,12.9,False
LX19XXG,2023-11-05,14:53:00,2023-11-05,16:34:25,1.8,False
DE64ENQ,2023-11-05,09:19:57,2023-11-05,14:12:09,5.7,False
ON23XNW,2023-11-05,06:16:35,2023-11-05,19:41:40,15.9,False
HR07ZQD,2023-11-05,11:27:23,2023-11-05,14:39:36,3.6,False
CM60YQX,2023-11-05,13:53:59,2023-11-05,18:11:04,5.1,False
KS10JTQ,2023-11-05,20:26:12,2023-11-05,21:58:47,1.8,False
BR52COO,2023-11-05,14:19:09,2023-11-05,16:38:53,2.7,False
AC23FMH,2023-11-05,09:05:31,2023-11-05,14:09:01,6.0,False
EY54GWD,2023-11-05,10:20:34,2023-11-05,20:48:24,12.3,False
DA14EWC,2023-11-05,06:09:45,2023-11-05,19:09:26,15.3,False
AS56CVE,2023-11-05,08:29:51,2023-11-05,10:23:24,2.1,False
PD70AQD,2023-11-05,12:26:04,2023-11-05,15:36:14,3.6,False
NX61BGV,2023-11-05,11:18:07,2023-11-05,15:42:49,5.1,False
PK60MIQ,2023-11-05,17:14:43,2023-11-05,17:32:14,0.3,False
RF19VRZ,2023-11-05,10:01:14,2023-11-05,17:39:05,9.0,False
VS13KYA,2023-11-05,15:31:13,2023-11-05,20:12:11,5.4,False
WV21YSW,2023-11-05,10:46:34,2023-11-05,19:26:26,10.2,False
LT70YBQ,2023-11-05,16:11:43,2023-11-05,22:25:15,7.2,False
NV72XOF,2023-11-05,12:46:07,2023-11-05,13:53:43,1.2,False
GF61BRB,2023-11-05,12:38:50,2023-11-05,22:28:55,11.7,False
EF03AOH,2023-11-05,13:25:25,2023-11-05,21:02:36,9.0,False
OK02HRQ,2023-11-05,14:57:40,2023-11-05,21:34:16,7.8,False
CG20DPZ,2023-11-05,08:50:01,2023-11-05,15:21:10,7.8,False
RJ72ECV,2023-11-05,15:31:57,2023-11-05,15:47:24,0.3,False
HT73WRW,2023-11-05,10:50:49,2023-11-05,21:58:31,13.2,False
NX61BGV,2023-11-05,10:24:02,2023-11-05,19:54:18,11.4,False
KP23YIW,2023-11-05,06:17:37,2023-11-05,12:14:12,6.9,False
LW10RKG,2023-11-05,05:52:58,2023-11-05,10:13:59,5.1,False
VO51IGU,2023-11-05,07:17:02,2023-11-05,13:20:20,7.2,False
SN68EDU,2023-11-05,08:25:15,2023-11-05,19:53:08,13.5,False
AC61NIZ,2023-11-05,15:15:20,2023-11-05,17:15:00,2.1,False
WX68VRL,2023-11-05,05:45:16,2023-11-05,13:27:41,9.0,False
CP22JBJ,2023-11-05,13:38:36,2023-11-05,16:20:55,3.0,False
KL67CKS,2023-11-05,08:44:18,2023-11-05,17:15:00,10.2,False
MM23RKO,2023-11-05,11:28:27,2023-11-05,16:32:20,6.0,False
GB55JLW,2023-11-05,15:59:27,2023-11-05,20:58:41,5.7,False
CT04HYN,2023-11-05,07:22:20,2023-11-05,17:27:00,12.0,False
AF22MEU,2023-11-05,18:26:36,2023-11-05,20:36:05,2.4,False
AU63TEW,2023-11-05,17:53:25,2023-11-05,20:57:25,3.6,False
BK08RQJ,2023-11-05,11:19:23,2023-11-05,15:44:07,5.1,False
NG17TPJ,2023-11-05,12:26:29,2023-11-05,21:37:40,10.8,False
FW12VND,2023-11-05,05:59:13,2023-11-05,08:02:45,2.4,False
EA07HVB,2023-11-05,05:32:25,2023-11-05,20:32:12,17.7,False
DP08BAL,2023-11-05,15:55:56,2023-11-05,22:00:02,7.2,False
LP21OSH,2023-11-05,19:12:04,2023-11-05,20:46:41,1.8,False
KX07ZDJ,2023-11-05,15:32:52,2023-11-05,16:36:35,1.2,False
EA10DRI,2023-11-05,12:58:08,2023-11-05,15:55:25,3.3,False
KC11XZP,2023-11-06,07:47:51,2023-11-06,14:46:12,8.1,False
BL20BAQ,2023-11-06,05:59:58,2023-11-06,12:30:12,7.8,False
KP08HUR,2023-11-06,11:56:28,2023-11-06,20:42:32,10.5,False
CJ08XHR,2023-11-06,12:59:03,2023-11-06,18:40:22,6.6,False
BT13XNH,2023-11-06,09:54:10,2023-11-06,21:46:54,14.1,False
DP59ZNG,2023-11-06,16:19:52,2023-11-06,21:22:11,6.0,False
EK58GRX,2023-11-06,10:09:20,2023-11-06,20:14:05,12.0,False
AV03BTR,2023-11-06,15:14:12,2023-11-06,17:07:58,2.1,False
RS55THF,2023-11-06,07:36:34,2023-11-06,14:20:57,7.8,False
VO18UIY,2023-11-06,09:46:34,2023-11-06,20:58:41,13.2,False
BK08RQJ,2023-11-06,08:29:55,2023-11-06,17:16:22,10.5,False
EB10SSK,2023-11-06,14:45:43,2023-11-06,20:01:45,6.3,False
DX09CJB,2023-11-06,06:35:06,2023-11-06,16:53:14,12.3,False
RF19VRZ,2023-11-06,07:55:03,2023-11-06,10:48:49,3.3,False
FW13UMV,2023-11-06,07:34:48,2023-11-06,14:50:20,8.7,False
PE51UJZ,2023-11-06,16:46:18,2023-11-06,21:11:30,5.1,False
PC62THP,2023-11-06,10:03:12,2023-11-06,18:23:51,9.9,False
DO01PMC,2023-11-06,15:59:54,2023-11-06,17:18:47,1.5,False
DN01SIH,2023-11-06,18:36:34,2023-11-06,20:56:57,2.7,False
AJ05GYO,2023-11-06,11:00:17,2023-11-06,13:19:27,2.7,False
MX57VEK,2023-11-06,09:43:35,2023-11-06,18:17:36,10.2,False
EN07ARQ,2023-11-06,06:05:12,2023-11-06,22:17:42,19.2,False
KP23YIW,2023-11-06,09:19:10,2023-11-06,14:54:51,6.6,False
HN15LIS,2023-11-06,12:17:30,2023-11-06,18:32:35,7.5,False
PV15GKO,2023-11-06,07:26:33,2023-11-06,19:02:50,13.8,False
KB02VMW,2023-11-06,06:09:30,2023-11-06,09:32:25,3.9,False
LN60UQC,2023-11-06,15:44:10,2023-11-06,22:29:50,8.1,False
YO64YJS,2023-11-06,11:29:14,2023-11-06,12:14:13,0.6,False
ML57SLX,2023-11-06,18:15:03,2023-11-06,20:04:36,2.1,False
PM64QYN,2023-11-06,10:55:13,2023-11-06,11:20:08,0.3,False
SK20WUU,2023-11-06,12:01:59,2023-11-06,14:55:50,3.3,False
ON03SRH,2023-11-06,09:40:30,2023-11-06,20:32:53,12.9,False
KA12VRF,2023-11-06,13:35:33,2023-11-06,18:27:29,5.7,False
DJ71MBP,2023-11-06,09:45:44,2023-11-06,18:39:38,10.5,False
BO07FEM,2023-11-06,15:09:05,2023-11-06,20:18:41,6.0,False
NH05IVC,2023-11-06,06:33:44,2023-11-06,10:23:31,4.5,False
WO58KGV,2023-11-06,21:03:40,2023-11-06,22:10:39,1.2,False
SN65HQK,2023-11-06,08:15:20,2023-11-06,11:35:59,3.9,False
EY54GWD,2023-11-06,06:12:42,2023-11-06,10:42:15,5.1,False
OM19XLQ,2023-11-06,06:46:59,2023-11-06,09:36:50,3.3,False
SP23YLQ,2023-11-06,15:09:01,2023-11-06,15:46:41,0.6,False
RF04BEI,2023-11-06,06:07:29,2023-11-06,19:35:58,15.9,False
AJ05GYO,2023-11-06,06:27:16,2023-11-06,13:29:26,8.4,False
VL63MWK,2023-11-06,06:05:33,2023-11-06,16:48:21,12.6,False
PV15GKO,2023-11-06,07:15:00,2023-11-06,19:37:29,14.7,False
VL07IFJ,2023-11-06,07:36:35,2023-11-06,16:58:29,11.1,False
YX12OGY,2023-11-06,12:27:40,2023-11-06,17:27:16,5.7,False
EG17VVY,2023-11-06,10:44:52,2023-11-06,19:47:01,10.8,False
AL54XEF,2023-11-06,07:56:12,2023-11-06,11:12:09,3.9,False
NX53FLV,2023-11-07,05:38:14,2023-11-07,06:38:18,1.2,False
KO65TCR,2023-11-07,12:57:12,2023-11-07,16:30:49,4.2,False
AK59KTM,2023-11-07,11:08:17,2023-11-07,15:15:58,4.8,False
WE56DZV,2023-11-07,05:46:27,2023-11-07,09:57:40,4.8,False
BG56ATL,2023-11-07,14:48:59,2023-11-07,20:20:01,6.6,False
VU10HKC,2023-11-07,18:30:07,2023-11-07,19:26:23,0.9,False
LM52JKA,2023-11-07,20:37:33,2023-11-07,20:38:16,0.3,False
HT62POD,2023-11-07,08:59:33,2023-11-07,14:38:52,6.6,False
YJ71KEE,2023-11-07,06:49:38,2023-11-07,21:38:29,17.7,False
KR54RGB,2023-11-07,12:16:32,2023-11-07,14:01:03,1.8,False
HU21PDQ,2023-11-07,06:36:33,2023-11-07,16:12:55,11.4,False
NA52VBU,2023-11-07,16:33:41,2023-11-07,19:41:44,3.6,False
PH64PKW,2023-11-07,14:23:43,2023-11-07,21:42:13,8.7,False
VD13ZTT,2023-11-07,15:37:33,2023-11-07,21:20:14,6.6,False
KP23YIW,2023-11-07,09:46:25,2023-11-07,12:51:53,3.6,False
EO10DAP,2023-11-07,10:27:35,2023-11-07,13:00:38,3.0,False
OH52AWY,2023-11-07,10:30:29,2023-11-07,16:21:19,6.9,False
YO64YJS,2023-11-07,13:20:08,2023-11-07,16:34:44,3.6,False
NM71PSQ,2023-11-07,14:27:04,2023-11-07,18:02:30,4.2,False
YJ06VPM,2023-11-07,20:14:04,2023-11-07,20:51:46,0.6,False
NJ03BQS,2023-11-07,14:55:04,2023-11-07,22:21:31,8.7,False
KT53ONK,2023-11-07,07:38:43,2023-11-07,16:32:03,10.5,False
LC03PEM,2023-11-07,06:38:49,2023-11-07,09:13:48,3.0,False
VL03DQD,2023-11-07,05:48:02,2023-11-07,20:11:02,17.1,False
CB15URL,2023-11-07,15:13:32,2023-11-07,15:52:46,0.6,False
LG68QEU,2023-11-07,08:56:11,2023-11-07,16:49:14,9.3,False
LN23LQG,2023-11-07,19:28:26,2023-11-07,22:02:15,3.0,False
PS66TQB,2023-11-07,16:27:42,2023-11-07,16:58:33,0.6,False
DY53SKG,2023-11-07,11:02:13,2023-11-07,20:50:45,11.7,False
NF20VQI,2023-11-07,17:50:43,2023-11-07,21:06:55,3.9,False
FW12VND,2023-11-07,09:44:21,2023-11-07,13:13:18,3.9,False
BO62DQS,2023-11-07,06:51:07,2023-11-07,19:58:53,15.6,False
WS21VTT,2023-11-07,06:45:01,2023-11-07,17:13:56,12.3,False
GF08GFX,2023-11-07,10:15:01,2023-11-07,12:00:37,2.1,False
SK55YPK,2023-11-07,14:17:39,2023-11-07,20:27:29,7.2,False
LL03QTI,2023-11-07,10:00:43,2023-11-07,11:49:32,2.1,False
DV52WWQ,2023-11-07,16:00:44,2023-11-07,16:35:28,0.6,False
OD09WKW,2023-11-07,07:53:10,2023-11-07,12:41:19,5.7,False
GP12XRC,2023-11-07,07:35:02,2023-11-07,14:33:06,8.1,False
AT20ZCD,2023-11-07,20:03:06,2023-11-07,21:21:03,1.5,False
FL66TDT,2023-11-07,10:48:06,2023-11-07,12:02:51,1.2,False
YC05ZEO,2023-11-07,15:13:31,2023-11-07,20:12:47,5.7,False
HO03TTL,2023-11-07,14:18:51,2023-11-07,18:29:08,4.8,False
CP22JBJ,2023-11-07,06:55:14,2023-11-07,09:42:21,3.3,False
NF54FJG,2023-11-07,09:20:01,2023-11-07,16:24:33,8.4,False
YV66XEV,2023-11-07,13:27:23,2023-11-07,17:03:27,4.2,False
MK13DZH,2023-11-07,07:03:34,2023-11-07,19:57:19,15.3,False
AV01MUZ,2023-11-07,19:38:40,2023-11-07,20:46:01,1.2,False
RK05KAP,2023-11-07,10:54:44,2023-11-07,21:36:21,12.6,False
YS54DYH,2023-11-08,15:11:24,2023-11-08,19:45:25,5.4,False
LF64YQU,2023-11-08,20:08:38,2023-11-08,20:32:13,0.3,False
YO59EDJ,2023-11-08,13:44:02,2023-11-08,19:03:39,6.3,False
NN11INF,2023-11-08,13:03:41,2023-11-08,22:06:17,10.8,False
BD62VHM,2023-11-08,19:18:43,2023-11-08,19:38:09,0.3,False
DJ15OUM,2023-11-08,10:45:20,2023-11-08,11:06:02,0.3,False
HP05YDR,2023-11-08,17:49:13,2023-11-08,18:13:49,0.3,False
VH16AIA,2023-11-08,05:32:40,2023-11-08,06:16:39,0.6,False
PF15UTT,2023-11-08,06:37:05,2023-11-08,20:26:48,16.5,False
GG64DKL,2023-11-08,16:45:41,2023-11-08,17:15:42,0.6,False
EK53BAW,2023-11-08,06:47:51,2023-11-08,16:13:38,11.1,False
RB13HUH,2023-11-08,10:23:32,2023-11-08,10:29:37,0.3,False
